"movil-123", "84:10:d:5c:cb:7a", "112233", "-26.835475,-65.20833", "26° 50' 7.7" S, 65° 12' 30.0" W", ""
"movil-123", "84:10:d:5c:cb:7a", "032125", "-26.8354467,-65.20831135", "26° 50' 7.6" S, 65° 12' 29.9" W", "cebo; ; "
